asset,direction,signalTs,entryTs,entry,exitTs,exit,stopLoss,takeProfit,qty,risk,pnl,rMultiple,durationH,win,exitReason,ambiguous,passCount,condsPassed,condsFailed,rsi,macd,macdSignal,trend1h,trend4h,ema20,volume,atr,balanceAfter
SILVER,SHORT,2026-02-12T16:00:00+00:00,2026-02-12T17:00:00+00:00,76.16,2026-02-13T08:00:00+00:00,79.0154,79.0154,70.4492,0.401396,1.1462,-1.1462,-1.0,15.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,23.35073432059805,-0.673638380045162,-0.13923179969382013,BEARISH,BEARISH,82.34908823327775,27456.0,1.9036082958223424,113.469
SILVER,SHORT,2026-02-17T05:00:00+00:00,2026-02-17T06:00:00+00:00,73.765,2026-02-18T05:00:00+00:00,75.8788,75.8788,69.5375,0.53681,1.1347,-1.1347,-1.0,23.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,30.665798193288666,-0.8638022126079221,-0.6252698416393266,BEARISH,BEARISH,76.53432287883948,3216.0,1.4091758250501925,112.3343
SILVER,LONG,2026-02-22T23:00:00+00:00,2026-02-23T00:00:00+00:00,86.88,2026-02-27T13:00:00+00:00,92.0274,84.3063,92.0274,0.436471,1.1233,2.2467,2.0,109.0,True,TAKE_PROFIT,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,76.43964112891021,1.6455196697005476,1.2407467840928696,BULLISH,BULLISH,81.72976763487273,2952.0,1.7157946778739253,114.5809
SILVER,LONG,2026-02-27T15:00:00+00:00,2026-02-27T16:00:00+00:00,94.185,2026-03-02T14:00:00+00:00,92.2957,92.2957,97.9636,0.606475,1.1458,-1.1458,-1.0,70.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,73.64469051096711,0.9220357216329234,0.5573254753814344,BULLISH,BULLISH,90.68350942204077,6581.0,1.2595301657881806,113.4351
SILVER,SHORT,2026-03-04T17:00:00+00:00,2026-03-04T18:00:00+00:00,83.73,2026-03-09T18:00:00+00:00,85.8779,85.8779,79.4342,0.528118,1.1344,-1.1344,-1.0,120.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,43.353442067190805,-0.3030786206656302,-0.27315437031785117,BEARISH,BEARISH,84.70032796496261,1989.0,1.431941071635609,112.3008
SILVER,SHORT,2026-03-13T01:00:00+00:00,2026-03-13T02:00:00+00:00,85.045,2026-03-13T07:00:00+00:00,82.0115,86.5617,82.0115,0.740409,1.123,2.246,2.0,5.0,True,TAKE_PROFIT,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,45.201902207877225,-0.4621906302479033,-0.3874780221881438,BEARISH,BEARISH,85.34948915871166,1272.0,1.0111597262733512,114.5468
SILVER,SHORT,2026-03-13T11:00:00+00:00,2026-03-13T12:00:00+00:00,83.835,2026-03-13T15:00:00+00:00,80.716,85.3945,80.716,0.734518,1.1455,2.2909,2.0,3.0,True,TAKE_PROFIT,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,44.43829558196653,-0.703100885872189,-0.664020917031549,BEARISH,BEARISH,84.16087514240611,952.0,1.0396555613830107,116.8377
SILVER,SHORT,2026-03-16T09:00:00+00:00,2026-03-16T10:00:00+00:00,77.895,2026-03-16T12:00:00+00:00,79.839,79.839,74.0069,0.601006,1.1684,-1.1684,-1.0,2.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,30.013664480576836,-1.148414558669856,-1.0710690388113437,BEARISH,BEARISH,80.5238343957075,2181.0,1.2960236992340022,115.6694
SILVER,SHORT,2026-03-18T02:00:00+00:00,2026-03-18T03:00:00+00:00,78.45,2026-03-18T05:00:00+00:00,79.7217,79.7217,75.9066,0.909575,1.1567,-1.1567,-1.0,2.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,36.16689187207425,-0.5043242827807717,-0.3951618067263569,BEARISH,BEARISH,79.81156126892044,961.0,0.8477903354870836,114.5127
SILVER,SHORT,2026-03-18T12:00:00+00:00,2026-03-18T13:00:00+00:00,77.61,2026-03-19T05:00:00+00:00,74.4808,79.1746,74.4808,0.731892,1.1451,2.2903,2.0,16.0,True,TAKE_PROFIT,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,35.159130142175144,-0.41369897337965256,-0.3572737148981941,BEARISH,BEARISH,79.33965099754253,4776.0,1.0430739895288823,116.8029
SILVER,SHORT,2026-03-20T13:00:00+00:00,2026-03-20T14:00:00+00:00,70.285,2026-03-23T00:00:00+00:00,66.2494,72.3028,66.2494,0.57886,1.168,2.3361,2.0,58.0,True,TAKE_PROFIT,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,37.60112844728437,-0.4741878766437537,-0.3876092361654112,BEARISH,BEARISH,72.3250901754638,4909.0,1.3452060660715293,119.139
SILVER,SHORT,2026-03-23T05:00:00+00:00,2026-03-23T06:00:00+00:00,63.975,2026-03-23T11:00:00+00:00,66.8653,66.8653,58.1945,0.412208,1.1914,-1.1914,-1.0,5.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,26.91847952669137,-1.8639111978809524,-1.490122377686646,BEARISH,BEARISH,68.1466482911292,3098.0,1.9268427821378085,117.9476
SILVER,SHORT,2026-03-26T12:00:00+00:00,2026-03-26T13:00:00+00:00,67.59,2026-03-26T13:00:00+00:00,69.2672,69.2672,64.2357,0.70326,1.1795,-1.1795,-1.0,0.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,29.367570207592948,-1.1028004764720691,-0.6594158288594792,BEARISH,BEARISH,70.04018419393127,2499.0,1.1181038904529135,116.7681
SILVER,SHORT,2026-03-26T20:00:00+00:00,2026-03-26T22:00:00+00:00,68.365,2026-03-27T05:00:00+00:00,70.2618,70.2618,64.5713,0.61559,1.1677,-1.1677,-1.0,7.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,41.697591948255415,-0.9887003518693689,-0.9398479533992445,BEARISH,BEARISH,68.95736609274918,3265.0,1.2645650934943737,115.6004
SILVER,LONG,2026-04-01T16:00:00+00:00,2026-04-01T17:00:00+00:00,76.0,2026-04-01T22:00:00+00:00,74.8419,74.8419,78.3161,0.998213,1.156,-1.156,-1.0,5.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,63.77302952447454,0.5649283524678594,0.5559783435110338,BULLISH,BULLISH,74.89671715642662,1600.0,0.7720493075711868,114.4444
SILVER,SHORT,2026-04-07T13:00:00+00:00,2026-04-07T14:00:00+00:00,71.305,2026-04-07T19:00:00+00:00,72.5665,72.5665,68.7821,0.907243,1.1444,-1.1444,-1.0,5.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,35.97693138863451,-0.21001466767384613,-0.0790024752707458,BEARISH,BEARISH,72.47811959418641,2654.0,0.8409682568997983,113.3
SILVER,LONG,2026-04-08T00:00:00+00:00,2026-04-08T01:00:00+00:00,76.825,2026-04-08T14:00:00+00:00,74.989,74.989,80.497,0.6171,1.133,-1.133,-1.0,13.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,73.06921589115842,0.7648922083999565,0.16193698090276154,BULLISH,BULLISH,73.43927981548163,2695.0,1.2240052691868173,112.167
SILVER,LONG,2026-04-09T16:00:00+00:00,2026-04-09T17:00:00+00:00,76.12,2026-04-10T08:00:00+00:00,74.9757,74.9757,78.4085,0.980249,1.1217,-1.1217,-1.0,15.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,64.88758173642685,0.16227542348480029,-0.07780264790137101,BULLISH,BULLISH,74.82650177204414,3483.0,0.7628472527214304,111.0453
SILVER,LONG,2026-04-14T02:00:00+00:00,2026-04-14T03:00:00+00:00,76.815,2026-04-14T14:00:00+00:00,78.7049,75.8701,78.7049,1.175167,1.1105,2.2209,2.0,11.0,True,TAKE_PROFIT,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,68.22917859029099,0.3484628482405725,0.1336686487969158,BULLISH,BULLISH,75.47443916542184,1178.0,0.6299546800438598,113.2662
SILVER,LONG,2026-04-15T01:00:00+00:00,2026-04-15T02:00:00+00:00,80.61,2026-04-15T05:00:00+00:00,79.6899,79.6899,82.4502,1.231033,1.1327,-1.1327,-1.0,3.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,79.1486083866062,0.9885170896390889,0.9381057104796205,BULLISH,BULLISH,78.79474080465847,2983.0,0.6133937125974234,112.1336
SILVER,LONG,2026-04-17T13:00:00+00:00,2026-04-17T14:00:00+00:00,82.55,2026-04-17T19:00:00+00:00,81.3623,81.3623,84.9254,0.944134,1.1213,-1.1213,-1.0,5.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,76.33245471638521,0.4605646251428368,0.07998425617637256,BULLISH,BULLISH,79.72593037454732,9641.0,0.7917910408670046,111.0122
SILVER,SHORT,2026-04-23T08:00:00+00:00,2026-04-23T09:00:00+00:00,75.585,2026-04-23T12:00:00+00:00,76.6487,76.6487,73.4576,1.043635,1.1101,-1.1101,-1.0,3.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,32.046102008989294,-0.5540774418535506,-0.3997559322784004,BEARISH,BEARISH,76.88519441064564,1476.0,0.709138287479372,109.9021
SILVER,SHORT,2026-04-24T06:00:00+00:00,2026-04-24T07:00:00+00:00,74.235,2026-04-24T11:00:00+00:00,75.282,75.282,72.141,1.049679,1.099,-1.099,-1.0,4.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,33.45440315421919,-0.49713825524453625,-0.4455808840922212,BEARISH,BEARISH,75.48621714885458,3342.0,0.6980044212286087,108.8031
SILVER,SHORT,2026-04-28T05:00:00+00:00,2026-04-28T06:00:00+00:00,73.37,2026-04-29T00:00:00+00:00,74.2988,74.2988,71.5123,1.171396,1.088,-1.088,-1.0,18.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,30.94444149143554,-0.3693477274721886,-0.18602154852855274,BEARISH,BEARISH,75.05172474089298,1181.0,0.6192218103381435,107.715
SILVER,SHORT,2026-05-04T16:00:00+00:00,2026-05-04T17:00:00+00:00,73.225,2026-05-05T13:00:00+00:00,74.5266,74.5266,70.6218,0.827545,1.0772,-1.0772,-1.0,20.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,29.997913329303472,-0.4360013913019003,-0.1651528722625638,BEARISH,BEARISH,74.654003084002,2914.0,0.8677482020647517,106.6379
SILVER,LONG,2026-05-06T12:00:00+00:00,2026-05-06T13:00:00+00:00,77.36,2026-05-07T07:00:00+00:00,79.66,76.21,79.66,0.927281,1.0664,2.1328,2.0,18.0,True,TAKE_PROFIT,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,70.94260912579023,0.9734526983696838,0.7601262305919096,BULLISH,BULLISH,76.04668336800059,4457.0,0.7666706562265917,108.7707
SILVER,LONG,2026-05-08T11:00:00+00:00,2026-05-08T12:00:00+00:00,81.3,2026-05-10T22:00:00+00:00,79.925,80.1917,83.5166,0.981428,1.0877,-1.3495,-1.241,58.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,61.54516779617121,0.4589133154799043,0.44312442081081327,BULLISH,BULLISH,80.41569440333446,1310.0,0.7388597110591467,107.4212
SILVER,LONG,2026-05-11T12:00:00+00:00,2026-05-11T13:00:00+00:00,84.455,2026-05-11T22:00:00+00:00,87.4628,82.9511,87.4628,0.714289,1.0742,2.1484,2.0,9.0,True,TAKE_PROFIT,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,74.29508118113287,0.4302920631226499,0.2106152677067615,BULLISH,BULLISH,81.28823289572536,10360.0,1.0025937297583647,109.5696
SILVER,LONG,2026-05-11T23:00:00+00:00,2026-05-12T00:00:00+00:00,87.91,2026-05-12T01:00:00+00:00,86.4585,86.4585,90.8131,0.754849,1.0957,-1.0957,-1.0,1.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,76.70306675161136,1.7629042688996464,1.4154797547764848,BULLISH,BULLISH,84.80775481263544,2269.0,0.9676957655853184,108.4739
SILVER,LONG,2026-05-12T19:00:00+00:00,2026-05-12T20:00:00+00:00,87.375,2026-05-14T13:00:00+00:00,85.8061,85.8061,90.5127,0.691418,1.0847,-1.0847,-1.0,41.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,67.02236800940676,0.4384983442975283,0.3881547221176157,BULLISH,BULLISH,85.58106714896026,2400.0,1.0459084612514633,107.3892
SILVER,SHORT,2026-05-19T05:00:00+00:00,2026-05-19T06:00:00+00:00,76.715,2026-05-19T13:00:00+00:00,74.3155,77.9147,74.3155,0.895107,1.0739,2.1478,2.0,7.0,True,TAKE_PROFIT,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,43.79745640716001,-0.16793231189090818,-0.118425164504633,BEARISH,BEARISH,77.29164597575024,1797.0,0.7998239523606551,109.537
SILVER,SHORT,2026-05-27T10:00:00+00:00,2026-05-27T11:00:00+00:00,74.575,2026-05-28T04:00:00+00:00,72.3421,75.6915,72.3421,0.981113,1.0954,2.1907,2.0,17.0,True,TAKE_PROFIT,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,31.92513376232303,-0.32303627490766473,-0.0692365068841165,BEARISH,BEARISH,76.24551989420011,2578.0,0.7443044710966032,111.7277
SILVER,SHORT,2026-05-28T05:00:00+00:00,2026-05-28T06:00:00+00:00,73.375,2026-05-28T14:00:00+00:00,74.6361,74.6361,70.8528,0.885958,1.1173,-1.1173,-1.0,8.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,38.485339417576355,-0.7751575748269204,-0.604004502683289,BEARISH,BEARISH,74.32073045310817,1948.0,0.8407303448579576,110.6104
SILVER,SHORT,2026-06-02T01:00:00+00:00,2026-06-02T02:00:00+00:00,75.11,2026-06-02T04:00:00+00:00,76.0478,76.0478,73.2344,1.179439,1.1061,-1.1061,-1.0,2.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,45.118055262135684,-0.1425115507815775,-0.12163792513065629,BEARISH,BEARISH,75.38975255510609,1861.0,0.6252147929227378,109.5043
SILVER,SHORT,2026-06-02T23:00:00+00:00,2026-06-03T00:00:00+00:00,75.13,2026-06-03T13:00:00+00:00,73.6452,75.8724,73.6452,1.457531,1.095,2.1641,1.976,13.0,True,TAKE_PROFIT,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,37.201521473066826,-0.15007467127146867,0.0012456693005592975,BEARISH,BEARISH,75.76024032724898,1114.0,0.4949260761966745,111.6684
SILVER,SHORT,2026-06-03T20:00:00+00:00,2026-06-03T22:00:00+00:00,73.08,2026-06-04T01:00:00+00:00,73.9289,73.9289,71.3821,1.3154,1.1167,-1.1167,-1.0,3.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,25.329002948505803,-0.5682213328122145,-0.4716544331359675,BEARISH,BEARISH,74.18294195727952,1427.0,0.565954146225575,110.5517
SILVER,SHORT,2026-06-05T01:00:00+00:00,2026-06-05T02:00:00+00:00,72.845,2026-06-05T12:00:00+00:00,73.5851,73.5851,71.3649,1.493809,1.1055,-1.1055,-1.0,10.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,33.664351314906256,-0.11167630625155311,-0.0304512521585057,BEARISH,BEARISH,73.90220472785872,2047.0,0.49337743179955024,109.4462
SILVER,SHORT,2026-06-08T01:00:00+00:00,2026-06-08T02:00:00+00:00,67.965,2026-06-09T16:00:00+00:00,64.8173,69.5389,64.8173,0.695402,1.0945,2.1889,2.0,38.0,True,TAKE_PROFIT,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,31.55282939929195,-1.3953951292611748,-1.254652713651677,BEARISH,BEARISH,69.90855631126419,3361.0,1.0492371512391026,111.6352
SILVER,SHORT,2026-06-10T01:00:00+00:00,2026-06-10T02:00:00+00:00,64.795,2026-06-10T23:00:00+00:00,62.3795,66.0028,62.3795,0.924314,1.1164,2.2327,2.0,21.0,True,TAKE_PROFIT,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,27.872800402413674,-0.954512387025801,-0.7831721131365834,BEARISH,BEARISH,66.25465429368877,2312.0,0.8051748978459816,113.8679
SILVER,LONG,2026-06-17T17:00:00+00:00,2026-06-17T18:00:00+00:00,71.38,2026-06-17T18:00:00+00:00,70.498,70.498,73.144,1.291005,1.1387,-1.1387,-1.0,0.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,66.79479332183533,0.15859129296322294,0.0486319466864866,BULLISH,BULLISH,70.37462589399594,5219.0,0.5880062939592647,112.7292
SILVER,SHORT,2026-06-17T20:00:00+00:00,2026-06-17T22:00:00+00:00,68.04,2026-06-18T01:00:00+00:00,69.6915,69.6915,64.7369,0.682573,1.1273,-1.1273,-1.0,3.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,36.333670600959415,-0.3435306783476051,-0.07217116576734488,BEARISH,BEARISH,69.77091834341891,2467.0,1.101022643213654,111.6019
SILVER,SHORT,2026-06-18T11:00:00+00:00,2026-06-18T12:00:00+00:00,66.9,2026-06-19T02:00:00+00:00,64.5977,68.0512,64.5977,0.96948,1.116,2.232,2.0,14.0,True,TAKE_PROFIT,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,33.069820093250996,-0.5408120804776644,-0.3932292063201631,BEARISH,BEARISH,68.73867460605031,3328.0,0.7674349930847004,113.8339
SILVER,SHORT,2026-06-22T17:00:00+00:00,2026-06-22T18:00:00+00:00,65.36,2026-06-23T23:00:00+00:00,61.0978,67.4911,61.0978,0.534159,1.1383,2.2767,2.0,29.0,True,TAKE_PROFIT,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,40.56945087716337,-0.18211396245904155,-0.1746170461382331,BEARISH,BEARISH,66.03882367296808,3037.0,1.4207256809894018,116.1106
SILVER,SHORT,2026-06-24T11:00:00+00:00,2026-06-24T12:00:00+00:00,59.495,2026-06-24T17:00:00+00:00,57.4526,60.5162,57.4526,1.136994,1.1611,2.3222,2.0,5.0,True,TAKE_PROFIT,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,24.537022822856343,-0.6530930105558284,-0.6028725265706244,BEARISH,BEARISH,61.48243287066231,7659.0,0.6808045631772797,118.4328
SILVER,SHORT,2026-07-08T01:00:00+00:00,2026-07-08T02:00:00+00:00,60.44,2026-07-08T05:00:00+00:00,61.2954,61.2954,58.7292,1.384498,1.1843,-1.1843,-1.0,3.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,38.7374712412905,-0.40508330872432197,-0.32284912781181535,BEARISH,BEARISH,61.01752138387855,1596.0,0.5702802898538101,117.2485
SILVER,SHORT,2026-07-08T08:00:00+00:00,2026-07-08T09:00:00+00:00,58.795,2026-07-09T12:00:00+00:00,59.961,59.961,56.4631,1.005596,1.1725,-1.1725,-1.0,27.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,28.432226099926098,-0.3427177674407602,-0.29585960094477154,BEARISH,BEARISH,60.77045349971478,5264.0,0.7773068434449903,116.076
SILVER,SHORT,2026-07-13T00:00:00+00:00,2026-07-13T01:00:00+00:00,59.205,2026-07-13T17:00:00+00:00,57.6419,59.9866,57.6419,1.485174,1.1608,2.3215,2.0,16.0,True,TAKE_PROFIT,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,37.34732617704069,-0.16538232145893517,-0.05106749399882523,BEARISH,BEARISH,59.88905388802112,819.0,0.5210433454768498,118.3975
SILVER,SHORT,2026-07-14T00:00:00+00:00,2026-07-14T01:00:00+00:00,57.825,2026-07-14T05:00:00+00:00,58.4792,58.4792,56.5165,1.809724,1.184,-1.184,-1.0,4.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,34.21138289975124,-0.4162849460735458,-0.40114179837465197,BEARISH,BEARISH,58.374173258934164,1309.0,0.4361532328728934,117.2135
SILVER,SHORT,2026-07-15T16:00:00+00:00,2026-07-15T17:00:00+00:00,57.2,2026-07-15T18:00:00+00:00,58.1076,58.1076,55.3849,1.291523,1.1721,-1.1721,-1.0,1.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,30.742276272747603,-0.20725445204916326,-0.0698429294258704,BEARISH,BEARISH,58.49541220104841,6464.0,0.6050406412946435,116.0414
SILVER,SHORT,2026-07-16T01:00:00+00:00,2026-07-16T02:00:00+00:00,57.415,2026-07-16T13:00:00+00:00,55.946,58.1495,55.946,1.579895,1.1604,2.3208,2.0,11.0,True,TAKE_PROFIT,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,36.67524355533072,-0.2549893528603633,-0.19378285977670953,BEARISH,BEARISH,58.181969162662014,1990.0,0.4896588246868254,118.3622
SILVER,SHORT,2026-07-17T01:00:00+00:00,2026-07-17T02:00:00+00:00,55.46,2026-07-17T06:00:00+00:00,56.1863,56.1863,54.0074,1.629611,1.1836,-1.1836,-1.0,4.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,31.13260062139112,-0.5482100055354664,-0.5319783161938184,BEARISH,BEARISH,56.379592063462994,1692.0,0.48421470037892683,117.1786
SILVER,LONG,2026-07-22T14:00:00+00:00,2026-07-22T15:00:00+00:00,60.55,2026-07-22T22:00:00+00:00,59.6497,59.6497,62.3507,1.301491,1.1718,-1.1718,-1.0,7.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,64.48103234091981,0.3984926957104804,0.38421067747655924,BULLISH,BULLISH,59.67580869917384,5019.0,0.600227439701447,116.0068
SILVER,LONG,2026-07-26T22:00:00+00:00,2026-07-26T23:00:00+00:00,60.025,2026-07-27T12:00:00+00:00,59.2258,59.2258,61.6235,1.451447,1.1601,-1.1601,-1.0,13.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,69.62100435564875,0.1867463507438174,0.06199396862208392,BULLISH,BULLISH,58.71684824524222,1182.0,0.5328329274127667,114.8468
SILVER,SHORT,2026-07-28T10:00:00+00:00,2026-07-28T11:00:00+00:00,57.395,2026-07-29T02:00:00+00:00,57.9629,57.9629,56.2592,2.000989,1.1485,-1.1363,-0.989,15.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,32.02081671150093,-0.4241741943401536,-0.378776597984578,BEARISH,BEARISH,58.02163279680402,1041.0,0.37858943293915,113.7104
SILVER,SHORT,2026-07-31T16:00:00+00:00,2026-07-31T17:00:00+00:00,57.675,2026-08-02T22:00:00+00:00,58.66,58.3103,56.4044,1.789899,1.1371,-1.7631,-1.55,53.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,37.762653302969845,-0.22727904252963071,-0.09748886125973535,BEARISH,BEARISH,58.17910380929609,1358.0,0.4235264622915672,111.9474
SILVER,SHORT,2026-08-03T12:00:00+00:00,2026-08-03T13:00:00+00:00,57.64,2026-08-03T19:00:00+00:00,58.2669,58.2669,56.3863,1.785848,1.1195,-1.1195,-1.0,6.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,37.708492853695816,-0.042795450252043565,-0.000745922057891573,BEARISH,BEARISH,58.24023210685946,1570.0,0.4179056824725223,110.8279
SILVER,LONG,2026-08-04T06:00:00+00:00,2026-08-04T07:00:00+00:00,59.155,2026-08-04T17:00:00+00:00,60.266,58.5995,60.266,1.873517,1.1083,2.0815,1.878,10.0,True,TAKE_PROFIT,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,66.12652113726786,0.2549534986425286,0.13174909385521327,BULLISH,BULLISH,58.56134076305214,1256.0,0.3703449943439507,112.9095
SILVER,LONG,2026-08-05T02:00:00+00:00,2026-08-05T03:00:00+00:00,60.95,2026-08-05T11:00:00+00:00,62.2066,60.3217,62.2066,1.797057,1.1291,2.2582,2.0,8.0,True,TAKE_PROFIT,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,76.75780341281273,0.39804700605302656,0.36272901434221116,BULLISH,BULLISH,59.71972195785063,2914.0,0.4188679121363566,115.1676
SILVER,LONG,2026-08-07T05:00:00+00:00,2026-08-07T06:00:00+00:00,62.965,2026-08-07T08:00:00+00:00,64.2563,62.3193,64.2563,1.783711,1.1517,2.3034,2.0,2.0,True,TAKE_PROFIT,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,63.026088579671736,0.1799610346230125,0.07741041706726459,BULLISH,BULLISH,62.12800936370707,1710.0,0.43044212477007604,117.471
SILVER,LONG,2026-08-10T15:00:00+00:00,2026-08-10T16:00:00+00:00,65.255,2026-08-12T09:00:00+00:00,66.8405,64.4622,66.8405,1.481814,1.1747,2.3494,2.0,41.0,True,TAKE_PROFIT,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,67.66727735359389,0.32977820806738123,0.2808744348963734,BULLISH,BULLISH,64.17584295644834,3758.0,0.5285009128984626,119.8204
SILVER,LONG,2026-08-12T12:00:00+00:00,2026-08-12T13:00:00+00:00,66.735,2026-08-12T13:00:00+00:00,65.9889,65.9889,68.2273,1.60588,1.1982,-1.1982,-1.0,0.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,73.60930765116758,0.40727525116216157,0.2777483135239576,BULLISH,BULLISH,65.8403574016366,5489.0,0.49742377749832273,118.6222
