asset,direction,signalTs,entryTs,entry,exitTs,exit,stopLoss,takeProfit,qty,risk,pnl,rMultiple,durationH,win,exitReason,ambiguous,passCount,condsPassed,condsFailed,rsi,macd,macdSignal,trend1h,trend4h,ema20,volume,atr,balanceAfter
SILVER,LONG,2025-08-18T12:00:00+00:00,2025-08-18T13:00:00+00:00,38.27,2025-08-18T14:00:00+00:00,38.0718,38.0718,38.6665,2.613013,1.0,-0.518,-0.518,1.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,59.15694143342598,0.0445076841814398,0.028756213605757048,BULLISH,BULLISH,38.122462339322986,4037.0,0.13215735316433472,99.482
SILVER,SHORT,2025-08-19T04:00:00+00:00,2025-08-19T05:00:00+00:00,37.94,2025-08-19T09:00:00+00:00,38.0985,38.0985,37.623,2.622088,0.9948,-0.4156,-0.418,4.0,False,STOP_LOSS,False,5,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA,Volume,41.692437953493716,-0.035462471582548005,-0.01397754010054195,BEARISH,BEARISH,38.03861575853975,305.0,0.10565747198937883,99.0664
SILVER,SHORT,2025-08-19T14:00:00+00:00,2025-08-19T15:00:00+00:00,37.48,2025-08-20T08:00:00+00:00,36.9603,37.7398,36.9603,2.643182,0.9907,1.3736,1.387,17.0,True,TAKE_PROFIT,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,25.071746438028185,-0.05390230884297864,-0.021905044648829752,BEARISH,BEARISH,37.98230675860097,11119.0,0.17322440194365138,100.44
SILVER,LONG,2025-08-22T14:00:00+00:00,2025-08-22T15:00:00+00:00,38.96,2025-08-25T13:00:00+00:00,38.5716,38.5716,39.7368,2.57803,1.0044,-1.0013,-0.997,70.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,79.30219586203512,0.08218928738259024,0.04194050481285255,BULLISH,BULLISH,38.05511122190757,22312.0,0.2589345390336053,99.4387
SILVER,LONG,2025-08-26T04:00:00+00:00,2025-08-26T05:00:00+00:00,38.845,2025-08-26T07:00:00+00:00,38.6414,38.6414,39.2521,2.559885,0.9944,-0.5211,-0.524,2.0,False,STOP_LOSS,False,5,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA,Volume,58.24054899050934,0.021096613073119386,0.016082527392562662,BULLISH,BULLISH,38.68651087479687,777.0,0.13570882515260266,98.9176
SILVER,LONG,2025-08-28T06:00:00+00:00,2025-08-28T07:00:00+00:00,38.99,2025-08-28T07:00:00+00:00,39.2878,38.8411,39.2878,2.537,0.9892,0.7555,0.764,0.0,True,TAKE_PROFIT,False,5,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA,Volume,67.9004297122438,0.09689400735588549,0.0631067734515206,BULLISH,BULLISH,38.72713499829958,332.0,0.09926561592280417,99.6731
SILVER,LONG,2025-08-29T14:00:00+00:00,2025-08-29T15:00:00+00:00,40.025,2025-09-02T04:00:00+00:00,41.76,39.2227,41.6297,1.242264,0.9967,2.1553,2.162,85.0,True,TAKE_PROFIT,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,73.88275032671203,0.10141588910611432,0.09654672363203617,BULLISH,BULLISH,39.58827033486621,9840.0,0.5349005387466877,101.8285
SILVER,LONG,2025-09-03T16:00:00+00:00,2025-09-03T17:00:00+00:00,42.04,2025-09-03T19:00:00+00:00,41.3545,41.3545,43.4109,1.485539,1.0183,-1.0183,-1.0,2.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,69.69873962354706,0.15732210359706045,0.14836535986689828,BULLISH,BULLISH,41.69771321420591,3761.0,0.45697660428287723,100.8102
SILVER,LONG,2025-09-11T16:00:00+00:00,2025-09-11T17:00:00+00:00,42.2,2025-09-12T08:00:00+00:00,42.8632,41.8684,42.8632,2.388867,1.0081,1.5844,1.572,15.0,True,TAKE_PROFIT,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,72.49271098981374,0.09201581560984096,0.02215099647995595,BULLISH,BULLISH,41.69575657257107,7318.0,0.22107422713206357,102.3945
SILVER,LONG,2025-09-15T15:00:00+00:00,2025-09-15T16:00:00+00:00,43.07,2025-09-16T15:00:00+00:00,42.7926,42.7926,43.6249,2.377398,1.0239,-0.6596,-0.644,23.0,False,STOP_LOSS,False,6,4h Trend|1h Trend|RSI|MACD Momentum|Price vs MA|Volume,,68.36878870192908,0.07939444467606904,0.0663735788394888,BULLISH,BULLISH,42.72336556766165,6629.0,0.18495519837176308,101.735
